antecedent,consequent,confidence,lift,count,antecedent_count,support,size
Buzz=moderate_buzz,NEXT_1h_Spike=1h_big_spike,0.8261,1.2313,19,23,0.2405,1
Buzz=moderate_buzz & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.8261,1.2313,19,23,0.2405,2
Post_Time=pre_market & Post_DOW=Tue,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,2
Subjectivity=factual & Sent_Trend=stable & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Buzz=high_buzz,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Sent_Trend=unknown,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_trend=uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_trend_strength=weak_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_reversion=mild_dip,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_momentum=strong_down,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_volatility=high,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Post_Time=pre_market & Mkt_momentum=strong_down & Mkt_volume_regime=high_vol,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Buzz=moderate_buzz & Sent_Trend=stable & Mkt_trend_strength=strong_uptrend,NEXT_DayDir=day_UP,1.0,1.7556,11,11,0.1392,3
Mkt_momentum=strong_up & Sentiment=neutral,NEXT_DayDir=day_UP,0.76,1.3342,19,25,0.2405,2
Mkt_momentum=strong_up & Mkt_volatility=high & Sentiment=neutral,NEXT_DayDir=day_UP,0.76,1.3342,19,25,0.2405,3
Post_Time=market_hours & Post_DOW=Wed,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,2
Post_Time=market_hours & Mkt_reversion=mild_rally,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,2
Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.875,3.142,7,8,0.0886,2
Subjectivity=factual & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.875,3.142,7,8,0.0886,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_reversion=mild_rally,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_momentum=strong_up,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_volatility=high,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,3
Post_Time=market_hours & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,3
Post_Time=market_hours & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_Gap=gap_down,0.875,3.142,7,8,0.0886,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.875,3.142,7,8,0.0886,3
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.875,3.142,7,8,0.0886,3
Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_FullDay=day_big_up,0.875,3.142,7,8,0.0886,3
Polarity=neutral & Post_Time=pre_market & Sent_Trend=unknown,NEXT_FullDay=day_flat,0.8889,2.7009,8,9,0.1013,3
Post_Time=pre_market & Sent_Trend=unknown & Sentiment=neutral,NEXT_FullDay=day_flat,0.8889,2.7009,8,9,0.1013,3
Polarity=neutral & Sent_Trend=stable,NEXT_30m=30m_surge,0.6667,1.596,18,27,0.2278,2
Polarity=neutral & Sent_Trend=stable & Mkt_volatility=high,NEXT_30m=30m_surge,0.6667,1.596,18,27,0.2278,3
Polarity=neutral & Sent_Trend=stable & Sentiment=neutral,NEXT_30m=30m_surge,0.6667,1.596,18,27,0.2278,3
Polarity=neutral & Mkt_reversion=mild_rally,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,2
Post_Time=market_hours & Post_DOW=Wed,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,2
Post_Time=market_hours & Buzz=moderate_buzz,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,2
Post_Time=market_hours & Mkt_reversion=mild_rally,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,2
Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,2
Polarity=neutral & Post_DOW=Wed & Mkt_reversion=mild_rally,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Polarity=neutral & Post_DOW=Wed & Mkt_momentum=strong_up,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Polarity=neutral & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Polarity=neutral & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Polarity=neutral & Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Subjectivity=mixed & Post_Time=market_hours & Mkt_trend=uptrend,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_reversion=mild_rally,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_momentum=strong_up,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Post_DOW=Wed & Mkt_volatility=high,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Buzz=moderate_buzz & Mkt_momentum=strong_up,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Buzz=moderate_buzz & Mkt_volatility=high,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_Time=market_hours & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_DOW=Wed & Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Post_DOW=Wed & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Mkt_reversion=mild_rally & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Mkt_reversion=mild_rally & Mkt_volatility=high & Sentiment=neutral,NEXT_30m=30m_surge,1.0,2.3939,8,8,0.1013,3
Mkt_trend_strength=weak_uptrend,NEXT_1h_Spike=1h_big_spike,0.8,1.1925,20,25,0.2532,1
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_1h_Spike=1h_big_spike,0.8,1.1925,20,25,0.2532,2
Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.8,1.1925,20,25,0.2532,2
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_1h_Spike=1h_big_spike,0.8,1.1925,20,25,0.2532,3
Buzz=moderate_buzz & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,0.8182,2.5855,9,11,0.1139,3
Polarity=neutral & Post_Time=market_hours & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Polarity=neutral & Post_DOW=Wed & Sent_Trend=stable,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Polarity=neutral & Post_DOW=Wed & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Post_Time=market_hours & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Post_DOW=Wed & Sent_Trend=stable & Sentiment=neutral,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Post_DOW=Wed & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_FullDay=day_up,0.6,5.2667,6,10,0.0759,3
Polarity=neutral & Mkt_reversion=fade_setup,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,2
Post_Time=market_hours & Sent_Trend=stable,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,2
Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,2
Polarity=neutral & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,3
Polarity=neutral & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,3
Post_Time=market_hours & Sent_Trend=stable & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,3
Post_Time=market_hours & Sent_Trend=stable & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,3
Mkt_reversion=fade_setup & Mkt_volatility=high & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.8,1.975,12,15,0.1519,3
Post_Time=market_hours & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,2
Post_Time=market_hours & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_Time=market_hours & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_Time=market_hours & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_Time=market_hours & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_Time=market_hours & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_DOW=Mon & Buzz=moderate_buzz & Sent_Trend=stable,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_DOW=Mon & Sent_Trend=stable & Mkt_trend=uptrend,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_DOW=Mon & Sent_Trend=stable & Mkt_trend_strength=strong_uptrend,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_DOW=Mon & Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Post_DOW=Mon & Sent_Trend=stable & Mkt_momentum=strong_up,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Buzz=low_buzz & Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,1.0,3.16,6,6,0.0759,3
Sent_Trend=stable & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_1h_Spike=1h_big_spike,0.7778,1.1593,21,27,0.2658,3
Mkt_reversion=mild_rally,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,1
Polarity=neutral & Post_Time=market_hours,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Post_Time=market_hours & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Post_DOW=Wed & Mkt_reversion=mild_rally,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Post_DOW=Wed & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,2
Polarity=neutral & Post_Time=market_hours & Mkt_volatility=high,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Polarity=neutral & Post_Time=market_hours & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Polarity=neutral & Buzz=moderate_buzz & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Polarity=neutral & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Polarity=neutral & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Post_Time=market_hours & Mkt_volatility=high & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Post_DOW=Wed & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Post_DOW=Wed & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Post_DOW=Wed & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Buzz=moderate_buzz & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Mkt_trend=uptrend & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Mkt_reversion=mild_rally & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Mkt_reversion=fade_setup & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_30m=30m_surge,0.8462,2.0256,11,13,0.1392,3
Mkt_volume_regime=high_vol,NEXT_1h_Spike=1h_big_spike,0.8889,1.3249,16,18,0.2025,1
Sent_Trend=unknown & Mkt_volume_regime=high_vol,NEXT_1h_Spike=1h_big_spike,0.8889,1.3249,16,18,0.2025,2
Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_1h_Spike=1h_big_spike,0.8889,1.3249,16,18,0.2025,2
Polarity=neutral & Subjectivity=factual & Mkt_momentum=strong_up,NEXT_1h_Spike=1h_big_spike,0.8889,1.3249,16,18,0.2025,3
Sent_Trend=unknown & Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_1h_Spike=1h_big_spike,0.8889,1.3249,16,18,0.2025,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,2
Buzz=high_buzz & Sent_Trend=unknown,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,2
Subjectivity=factual & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,3
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,3
Buzz=high_buzz & Sent_Trend=unknown & Mkt_volatility=high,NEXT_DayDir=day_UP,0.875,1.5361,14,16,0.1772,3
Buzz=moderate_buzz & Mkt_trend=uptrend,NEXT_2h_Max=2h_rip,0.7647,1.8879,13,17,0.1646,2
Subjectivity=factual & Sent_Trend=stable & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7647,1.8879,13,17,0.1646,3
Buzz=moderate_buzz & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.7647,1.8879,13,17,0.1646,3
Buzz=moderate_buzz & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.7647,1.8879,13,17,0.1646,3
Subjectivity=factual & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.7368,1.8191,14,19,0.1772,2
Subjectivity=factual & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.7368,1.8191,14,19,0.1772,3
Subjectivity=factual & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_2h_Max=2h_rip,0.7368,1.8191,14,19,0.1772,3
Sent_Trend=stable & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_down,0.6061,1.5445,20,33,0.2532,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,2
Polarity=neutral & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Polarity=neutral & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_trend=uptrend & Mkt_reversion=fade_setup & Sentiment=neutral,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Mkt_reversion=fade_setup & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_2Day=2day_big_up,0.7692,2.4308,10,13,0.1266,3
Post_Time=market_hours & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_down,0.6875,2.4688,11,16,0.1392,2
Post_Time=market_hours & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_down,0.6875,2.4688,11,16,0.1392,3
Polarity=neutral & Post_DOW=Tue & Mkt_trend=uptrend,NEXT_2Day=2day_flat,0.6364,4.1894,7,11,0.0886,3
Polarity=neutral & Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.6364,4.1894,7,11,0.0886,3
Post_DOW=Tue & Mkt_trend=uptrend & Sentiment=neutral,NEXT_2Day=2day_flat,0.6364,4.1894,7,11,0.0886,3
Sent_Trend=unknown & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_2Day=2day_flat,0.6364,4.1894,7,11,0.0886,3
Polarity=neutral & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,2
Mkt_trend=trend_breaking & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,2
Polarity=neutral & Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Polarity=neutral & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Polarity=neutral & Mkt_reversion=bounce_setup & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_momentum=strong_up,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Subjectivity=mixed & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_momentum=strong_up,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Subjectivity=mixed & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Buzz=low_buzz & Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Buzz=low_buzz & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Mkt_trend=trend_breaking & Mkt_reversion=bounce_setup & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Mkt_trend=trend_breaking & Mkt_volatility=high & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Mkt_trend=trend_breaking & Mkt_volume_regime=normal_vol & Sentiment=neutral,NEXT_DayDir=day_DOWN,1.0,2.3235,8,8,0.1013,3
Buzz=low_buzz & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_Gap=big_gap_up,0.7778,3.4136,7,9,0.0886,3
Polarity=neutral & Post_DOW=Tue & Buzz=high_buzz,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Sent_Trend=unknown,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Mkt_reversion=mild_dip,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Sent_Trend=unknown,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_trend=uptrend & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Polarity=neutral & Mkt_momentum=strong_down & Mkt_volume_regime=high_vol,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Post_DOW=Tue & Buzz=high_buzz & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Post_DOW=Tue & Sent_Trend=unknown & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Post_DOW=Tue & Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Post_DOW=Tue & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Buzz=high_buzz & Sent_Trend=unknown & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Buzz=high_buzz & Mkt_trend_strength=weak_uptrend & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Buzz=high_buzz & Mkt_reversion=mild_dip & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Buzz=high_buzz & Mkt_momentum=strong_down & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
Buzz=high_buzz & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_2h_Max=2h_strong,0.875,3.0054,7,8,0.0886,3
