antecedent,consequent,support,confidence,lift,count,antecedent_count,antecedent_size
BB_Squeeze=very_wide & Fast_Trend=strong_up & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.1,0.6667,1.4815,6,9,3
BB_Squeeze=very_wide & Fast_Trend=strong_up & Trend_Break=intact,NEXT_GapDir=gap_UP,0.1167,0.7778,1.6667,7,9,3
BB_Squeeze=wide & Fast_Trend=strong_down & Reversion=neutral,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
BB_Squeeze=wide & Fast_Trend=strong_down & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
BB_Squeeze=wide & Fast_Trend=strong_down & Reversion=neutral,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
BB_Squeeze=wide & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.0833,0.7143,1.5306,5,7,3
BB_Squeeze=wide & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2605,5,7,3
BB_Squeeze=very_wide & Fast_Trend=up & Reversion=mild_dip,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
BB_Squeeze=very_wide & Fast_Trend=up & Reversion=mild_dip,NEXT_TotalSize=total_up,0.05,1.0,5.4545,3,3,3
BB_Squeeze=very_wide & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,3
BB_Squeeze=very_wide & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.0667,0.6667,1.4286,4,6,3
BB_Squeeze=very_wide & Fast_Trend=strong_up & Reversion=fade_setup,NEXT_MoveType=mixed,0.0667,0.6667,1.6,4,6,3
BB_Squeeze=normal & Trend_Break=intact & Reversion=mild_dip,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
BB_Squeeze=normal & Trend_Break=intact & Reversion=mild_dip,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
BB_Squeeze=normal & Trend_Break=intact & Reversion=mild_dip,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.0833,0.625,1.1719,5,8,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.1,0.75,1.6071,6,8,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.1,0.75,1.3235,6,8,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=neutral,NEXT_UpDown=NEXT_UP,0.0833,0.7143,1.3393,5,7,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.1,0.8571,1.659,6,7,3
BB_Squeeze=wide & Trend_Break=intact & Reversion=neutral,NEXT_TotalDir=total_UP,0.0833,0.7143,1.2605,5,7,3
BB_Squeeze=very_wide & Trend_Break=breaking & Reversion=bounce_setup,NEXT_TotalDir=total_DOWN,0.0667,0.6667,1.6,4,6,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.1,0.6,1.3333,6,10,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.1,0.6,1.2857,6,10,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_dip,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_dip,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_dip,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_dip,NEXT_TotalSize=total_up,0.05,0.6,3.2727,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_dip,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=mild_rally,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=neutral,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.5484,4,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=neutral,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,3
BB_Squeeze=very_wide & Trend_Break=intact & Reversion=neutral,NEXT_MoveType=mixed,0.0667,0.8,1.92,4,5,3
SMA_Align=bearish & OBV_Trend=distributing & VWAP_Pos=far_below,NEXT_TotalDir=total_UP,0.0667,0.6667,1.1765,4,6,3
SMA_Align=bearish & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=above,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=above,NEXT_GapSize=gap_big_up,0.05,1.0,4.6154,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=above,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=above,NEXT_MoveType=mixed,0.05,1.0,2.4,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=far_above,NEXT_UpDown=NEXT_DOWN,0.2,0.6316,1.4035,12,19,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=far_above,NEXT_GapDir=gap_DOWN,0.2167,0.6842,1.3243,13,19,3
SMA_Align=bullish & OBV_Trend=accumulating & VWAP_Pos=far_above,NEXT_TotalDir=total_DOWN,0.2167,0.6842,1.6421,13,19,3
SMA_Align=mixed & OBV_Trend=accumulating & VWAP_Pos=far_below,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & VWAP_Pos=far_below,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & VWAP_Pos=far_below,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & VWAP_Pos=far_above,NEXT_UpDown=NEXT_UP,0.0833,0.625,1.1719,5,8,3
SMA_Align=mixed & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_UpDown=NEXT_UP,0.0833,0.625,1.1719,5,8,3
SMA_Align=mixed & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_GapDir=gap_UP,0.0833,0.625,1.3393,5,8,3
SMA_Align=mixed & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_TotalDir=total_UP,0.1,0.75,1.3235,6,8,3
SMA_Align=mixed & OBV_Trend=distributing & VWAP_Pos=far_above,NEXT_MoveType=mixed,0.1,0.75,1.8,6,8,3
SMA_Align=bearish & OBV_Trend=distributing & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1,0.6667,1.25,6,9,3
SMA_Align=bearish & OBV_Trend=distributing & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.1167,0.7778,1.3725,7,9,3
SMA_Align=bullish & OBV_Trend=accumulating & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & ATR_Regime=extreme_vol,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & ATR_Regime=extreme_vol,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1,0.6,1.125,6,10,3
SMA_Align=mixed & OBV_Trend=accumulating & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.1,0.6,1.1613,6,10,3
SMA_Align=mixed & OBV_Trend=accumulating & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.1167,0.7,1.2353,7,10,3
SMA_Align=mixed & OBV_Trend=distributing & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.0833,0.7143,1.3393,5,7,3
SMA_Align=mixed & OBV_Trend=distributing & ATR_Regime=extreme_vol,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=2_down,NEXT_GapDir=gap_UP,0.0833,0.7143,1.5306,5,7,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=2_down,NEXT_GapSize=gap_big_up,0.0833,0.7143,3.2967,5,7,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=2_down,NEXT_TotalDir=total_DOWN,0.0833,0.7143,1.7143,5,7,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=1_up,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=1_up,NEXT_GapDir=gap_DOWN,0.0667,0.8,1.5484,4,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=1_up,NEXT_TotalDir=total_UP,0.0667,0.8,1.4118,4,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=1_up,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Streak=2_up,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,3
SMA_Align=mixed & OBV_Trend=accumulating & Streak=long_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=mixed & OBV_Trend=accumulating & Streak=long_up,NEXT_Dir=next_big_up,0.05,1.0,3.1579,3,3,3
SMA_Align=mixed & OBV_Trend=distributing & Streak=1_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Streak=1_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=big_drop,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=flat,NEXT_MoveType=gap_move,0.05,0.75,3.75,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=gain,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=gain,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=surge,NEXT_GapDir=gap_UP,0.1,0.75,1.6071,6,8,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=surge,NEXT_GapSize=gap_big_up,0.0833,0.625,2.8846,5,8,3
SMA_Align=bullish & OBV_Trend=accumulating & Prev_Change=surge,NEXT_MoveType=mixed,0.0833,0.625,1.5,5,8,3
SMA_Align=mixed & OBV_Trend=accumulating & Prev_Change=big_gain,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Prev_Change=gain,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=strong_down,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=strong_down,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.1167,0.6364,1.3636,7,11,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=down,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=up,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=up,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=up,NEXT_TotalSize=total_big_down,0.05,0.75,5.625,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=up,NEXT_MoveType=intraday_move,0.0667,1.0,2.7273,4,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=strong_up,NEXT_Dir=next_big_up,0.05,0.75,2.3684,3,4,3
SMA_Align=mixed & OBV_Trend=accumulating & Fast_Trend=strong_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Fast_Trend=strong_down,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.9355,4,4,3
SMA_Align=bearish & OBV_Trend=distributing & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.0833,0.625,1.1719,5,8,3
SMA_Align=bearish & OBV_Trend=distributing & Trend_Break=intact,NEXT_TotalDir=total_UP,0.1,0.75,1.3235,6,8,3
SMA_Align=bullish & OBV_Trend=accumulating & Trend_Break=breaking,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,3
SMA_Align=mixed & OBV_Trend=accumulating & Trend_Break=intact,NEXT_TotalDir=total_UP,0.1,0.6667,1.1765,6,9,3
SMA_Align=mixed & OBV_Trend=distributing & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.1167,0.6364,1.1932,7,11,3
SMA_Align=mixed & OBV_Trend=distributing & Trend_Break=intact,NEXT_TotalDir=total_UP,0.1167,0.6364,1.123,7,11,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,1.0,2.1429,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=neutral,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=neutral,NEXT_Dir=next_big_up,0.05,1.0,3.1579,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=neutral,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bearish & OBV_Trend=distributing & Reversion=neutral,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=bounce_setup,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=bounce_setup,NEXT_TotalDir=total_DOWN,0.0667,1.0,2.4,4,4,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_UpDown=NEXT_DOWN,0.0833,0.8333,1.8519,5,6,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_MoveType=mixed,0.0667,0.6667,1.6,4,6,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=mild_dip,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=mild_dip,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=mild_rally,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=mild_rally,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=neutral,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=neutral,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,3
SMA_Align=bullish & OBV_Trend=accumulating & Reversion=neutral,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_Dir=next_big_up,0.05,0.6,1.8947,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,3
SMA_Align=mixed & OBV_Trend=accumulating & Reversion=fade_setup,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,3
SMA_Align=mixed & OBV_Trend=distributing & Reversion=fade_setup,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Reversion=fade_setup,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Reversion=fade_setup,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=mixed & OBV_Trend=distributing & Reversion=neutral,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=bearish & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=bearish & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.05,1.0,1.7647,3,3,3
SMA_Align=bullish & VWAP_Pos=above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=bullish & VWAP_Pos=above & ATR_Regime=high_vol,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,3
SMA_Align=bullish & VWAP_Pos=above & ATR_Regime=high_vol,NEXT_GapSize=gap_big_up,0.05,0.75,3.4615,3,4,3
SMA_Align=bullish & VWAP_Pos=above & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.0667,1.0,1.7647,4,4,3
SMA_Align=bullish & VWAP_Pos=above & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.0667,1.0,2.4,4,4,3
SMA_Align=bullish & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.15,0.6429,1.2442,9,14,3
SMA_Align=bullish & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_TotalDir=total_DOWN,0.15,0.6429,1.5429,9,14,3
SMA_Align=bullish & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & ATR_Regime=extreme_vol,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
SMA_Align=mixed & VWAP_Pos=far_below & ATR_Regime=high_vol,NEXT_UpDown=NEXT_DOWN,0.05,0.6,1.3333,3,5,3
SMA_Align=mixed & VWAP_Pos=far_below & ATR_Regime=high_vol,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,3
SMA_Align=mixed & VWAP_Pos=far_below & ATR_Regime=high_vol,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_UpDown=NEXT_UP,0.1167,0.875,1.6406,7,8,3
SMA_Align=mixed & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_TotalDir=total_UP,0.1,0.75,1.3235,6,8,3
SMA_Align=mixed & VWAP_Pos=far_above & ATR_Regime=high_vol,NEXT_MoveType=mixed,0.1,0.75,1.8,6,8,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_down,NEXT_UpDown=NEXT_DOWN,0.0667,0.8,1.7778,4,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_down,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_down,NEXT_GapSize=gap_big_up,0.05,0.6,2.7692,3,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_down,NEXT_TotalDir=total_DOWN,0.0833,1.0,2.4,5,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_down,NEXT_GapAction=gap_fade,0.05,0.6,3.0,3,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=1_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=1_up,NEXT_GapDir=gap_DOWN,0.0667,1.0,1.9355,4,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=1_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Streak=2_up,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,3
SMA_Align=mixed & VWAP_Pos=far_above & Streak=1_up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Streak=1_up,NEXT_GapDir=gap_UP,0.05,0.75,1.6071,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Streak=1_up,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Streak=long_up,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
SMA_Align=mixed & VWAP_Pos=far_above & Streak=long_up,NEXT_Dir=next_big_up,0.05,1.0,3.1579,3,3,3
SMA_Align=bullish & VWAP_Pos=far_above & Prev_Change=big_drop,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=bullish & VWAP_Pos=far_above & Prev_Change=flat,NEXT_MoveType=gap_move,0.05,1.0,5.0,3,3,3
SMA_Align=bullish & VWAP_Pos=far_above & Prev_Change=gain,NEXT_UpDown=NEXT_DOWN,0.05,1.0,2.2222,3,3,3
SMA_Align=bullish & VWAP_Pos=far_above & Prev_Change=gain,NEXT_TotalDir=total_DOWN,0.05,1.0,2.4,3,3,3
SMA_Align=bullish & VWAP_Pos=far_above & Prev_Change=surge,NEXT_GapDir=gap_UP,0.0833,0.7143,1.5306,5,7,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_drop,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_drop,NEXT_GapDir=gap_DOWN,0.05,0.6,1.1613,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_drop,NEXT_MoveType=mixed,0.05,0.6,1.44,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_drop,NEXT_GapAction=gap_down_recover,0.05,0.6,2.4,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_gain,NEXT_UpDown=NEXT_UP,0.05,0.6,1.125,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_gain,NEXT_GapDir=gap_UP,0.0667,0.8,1.7143,4,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_gain,NEXT_TotalDir=total_DOWN,0.05,0.6,1.44,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Prev_Change=big_gain,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,3
SMA_Align=bullish & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_UpDown=NEXT_DOWN,0.05,0.75,1.6667,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_TotalDir=total_DOWN,0.05,0.75,1.8,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Fast_Trend=up,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=bullish & VWAP_Pos=far_above & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=mixed & VWAP_Pos=far_below & Fast_Trend=up,NEXT_GapDir=gap_DOWN,0.05,1.0,1.9355,3,3,3
SMA_Align=mixed & VWAP_Pos=far_below & Fast_Trend=up,NEXT_MoveType=intraday_move,0.05,1.0,2.7273,3,3,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_UpDown=NEXT_UP,0.05,0.75,1.4062,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_GapDir=gap_DOWN,0.05,0.75,1.4516,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_TotalDir=total_UP,0.05,0.75,1.3235,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_down,NEXT_GapAction=gap_down_recover,0.05,0.75,3.0,3,4,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_UpDown=NEXT_UP,0.0667,0.8,1.5,4,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_Dir=next_big_up,0.05,0.6,1.8947,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_GapDir=gap_UP,0.05,0.6,1.2857,3,5,3
SMA_Align=mixed & VWAP_Pos=far_above & Fast_Trend=strong_up,NEXT_MoveType=intraday_move,0.05,0.6,1.6364,3,5,3
SMA_Align=bearish & VWAP_Pos=far_below & Trend_Break=intact,NEXT_UpDown=NEXT_DOWN,0.0667,0.6667,1.4815,4,6,3
SMA_Align=bearish & VWAP_Pos=far_below & Trend_Break=intact,NEXT_MoveType=intraday_move,0.0667,0.6667,1.8182,4,6,3
SMA_Align=bearish & VWAP_Pos=far_above & Trend_Break=intact,NEXT_UpDown=NEXT_UP,0.05,1.0,1.875,3,3,3
